Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
1261,Kullapa Soratana,1261,1,"Associate Professor, Naresuan University (Thailand)",,0,0,773,95,107,1,0,0,0,0,0,0,0,1
1262,Carol X. Zhang,1262,1,"Associate Professor in Tourism Marketing, Nottingham University Business School",,2,1,773,234,247,1,1,0,0,0,0,0,0,0
1263,"Заїка Світлана, Заика Светлана,Zaika Svitlana (orcid 0000-0001-8132-7643)",1263,1,"State Biotechnological University (SBTU), Kharkiv,Ukraine / Державний біотехнологічний …",,15,14,772,128,78,1,0,0,0,0,0,0,0,0
1264,Ismael Yrigoy,1264,1,University of Uppsala & University of Santiago de Compostela,,4,13,771,170,129,1,0,0,0,0,0,0,0,0
1265,Mohammad Mazumder,1265,1,George Brown College,,0,0,770,50,88,1,0,0,0,0,0,0,0,0
1266,Mehrdad Estiri (ORCID ID: 0000-0003-1892-0852),1266,1,"Associate professor, Faculty of management, University of Tehran",,3,2,770,88,96,1,0,0,0,0,0,0,0,0
1267,Ruwan Ranasinghe,1267,1,"Uva Wellassa University, Sichuan University",,4,1,770,115,206,1,0,1,0,1,0,0,0,1
1268,Daria Mendola,1268,1,"Full Professor of Social Statistics, Department of Psychology and Educational Science",,1,0,770,97,113,1,0,0,0,0,0,0,0,0
1269,Vasco Santos,1269,1,"ISLA Santarém, CiTUR Leiria",,1,7,769,275,308,1,0,0,0,0,0,0,0,0
1270,Edyta Pijet-Migoń,1270,1,"dr, WSB Merito University Wroclaw",,2,8,768,128,127,1,0,0,0,0,0,0,0,0
1271,Janet Hernández Méndez,1271,1,"Profesora de Marketing, Universidad de La Laguna",,1,1,768,95,121,1,0,0,0,0,0,0,0,0
1272,Nigel Hardiman,1272,1,"Lecturer in Conservation and Business, University of Kent",,0,0,767,41,104,1,0,0,0,0,0,0,0,0
1273,Garth Lean,1273,1,"Senior Lecturer in Tourism and Heritage Studies, Western Sydney University",,0,0,767,79,117,1,0,0,0,0,0,0,0,0
1274,Adriana Fumi Chim Miki,1274,1,"Prof. at Federal University of Campina Grande, Brazil and Full Researcher at GOVCOPP …",,9,4,767,113,136,1,0,0,0,0,0,0,0,0
1275,L Graham Smith,1275,1,University of Western Ontario,,0,0,767,15,10,1,0,0,0,0,0,0,0,0
1276,Perry Labron Carter,1276,1,texas tech univeristy,,1,0,765,77,122,1,0,0,0,0,0,0,0,0
1277,Jingru Zhang,1277,1,Fudan University,,0,0,765,111,147,1,0,0,0,0,0,0,0,0
1278,MARCO A. CELDRAN BERNABEU,1278,1,University of Alicante,,6,79,765,179,238,1,0,1,0,0,0,0,0,0
1279,Diana Dryglas,1279,1,AGH University of Krakow Associate Professor,,3,4,763,91,121,1,1,1,0,0,0,0,0,0
1280,Sonia Ferrari,1280,1,"Professor of Tourism Marketing and Place Marketing, University of Calabria, Italy",,2,1,763,71,118,1,1,0,0,0,0,0,0,1
1281,Muddasar Ghani Khwaja,1281,1,"Senior Lecturer in Marketing at Staffordshire University, United Kingdom",,12,53,763,351,242,1,1,0,0,0,0,0,0,0
1282,Siriporn McDowall,1282,1,"Assistant Professor of Hotel, Restaurant, and Tourism Management, New Mexico State …",,0,0,762,39,75,0,0,0,0,1,0,0,0,0
1283,Miguel Á. Álvarez-Carmona,1283,1,CONACYT / CIMAT,,10,75,762,270,207,1,0,0,0,0,0,0,0,0
1284,Liu Yongdan (Leon),1284,1,Central South University,,0,0,762,252,245,1,0,0,0,0,0,0,0,0
1285,Norbertus Citra Irawan,1285,1,"Tunas Pembangunan University, Surakarta, Indonesia",,23,395,761,725,0,1,0,0,0,0,0,0,0,0
1286,Kamarul Mizal Marzuki,1286,1,"Lecturer of Tourism Management, Universiti Malaysia Sabah",,2,0,760,99,153,1,0,0,0,0,0,0,0,1
1287,Apisalome Rakarawa Naisoso Movono,1287,1,"Senior Lecturer, School of People, Environment and Planning, Massey University",,6,39,759,181,243,1,0,0,0,0,0,0,0,1
1288,Kir Kuščer,1288,1,"Faculty of Economics, University of Ljubljana",,1,6,758,145,179,1,0,0,0,0,0,0,0,0
1289,Sri Astuti Pratminingsih,1289,1,Widyatama University,,7,8,758,107,125,1,0,1,0,0,0,0,0,0
1290,Alexander Trupp,1290,1,"School of Hospitality and Service Management, Sunway University",,10,6,758,132,172,1,0,0,0,0,0,0,0,0
1291,Jaime Jover,1291,1,"Universidad de Sevilla, Departamento de Geografía Humana",,4,11,756,213,200,1,0,0,0,0,0,0,0,0
1292,Cheryl Cockburn-Wootten,1292,1,"Associate Professor, University of Waikato",,4,6,756,96,117,1,0,0,0,0,0,0,0,0
1293,Frank Badu-Baiden,1293,1,"Assistant Professor, University of Central Florida",,8,25,755,278,277,1,0,0,0,1,0,0,0,0
1294,Lee Yen Chaw,1294,1,"Assistant Professor, UCSI University",,6,18,753,139,206,1,0,1,0,0,0,0,0,0
1295,Mahmood Ali,1295,1,University of Bahrain,,4,1,753,210,314,1,0,0,0,0,0,0,0,0
1296,RUHET GENÇ,1296,1,Prof.Turkish-German University,,4,3,751,86,143,1,0,0,0,0,0,0,0,0
1297,Alexandre Augusto Biz,1297,1,Professor and Tourism Researcher at Universidade Federal de Santa Catarina,,7,0,748,57,97,1,0,0,0,0,0,0,0,0
1298,Sylwia Kulczyk,1298,1,Uniwersytet Warszawski / University of Warsaw,,5,5,747,79,94,1,0,0,0,0,0,0,0,0
1299,Kelly Virginia Phelan,1299,1,"Senior Lecturer, University of Queensland",,1,5,747,78,103,1,0,0,0,0,0,0,0,0
1300,Aliaksandr Tarasionak / Тарасенок Александр Иванович,1300,1,Pomeranian University in Slupsk / Uniwersytet Pomorski w Słupsku,,4,0,747,19,33,1,0,0,0,0,0,0,0,1
1301,Suci Sandi Wachyuni,1301,1,Politeknik Sahid and Universitas Gadjah Mada,,4,0,746,168,285,1,0,0,0,0,0,0,0,0
1302,Robert Frash,1302,1,College of Charlestoon,,1,0,746,86,146,1,0,0,0,0,0,0,0,0
1303,Takamitsu Jimura,1303,1,Musashi University,,10,0,742,100,109,1,0,0,0,0,0,0,0,0
1304,Nelson deMatos,1304,1,"Professor of Marketing, University of Algarve",,11,5,741,175,211,1,1,0,0,0,0,0,0,0
1305,Unathi Sonwabile Henama,1305,1,Tshwane University of Technology,,0,0,741,91,162,1,0,0,0,0,0,0,0,0
1306,Mladjan Maksimovic Ph.D.,1306,1,"Assistant Professor at the Faculty of Applied Management, Economics and Finance",,0,0,740,75,136,1,0,0,0,0,0,0,0,0
1307,Gurhan Aktas,1307,1,Dokuz Eylul University,,1,0,740,51,58,1,0,0,0,0,0,0,0,0
1308,Changsok Yoo,1308,1,"Kyung Hee University, College of Hospitality and Tourism",,1,0,740,127,164,1,0,0,0,0,0,0,0,0
1309,Claudia Bobalca Stoian,1309,1,Associate Professor PhD,,0,0,739,72,98,1,1,0,0,0,0,0,0,0
1310,MIFTAH EL FIKRI,1310,1,Medan State University,,1,0,739,75,209,1,0,0,0,0,0,0,0,0
1311,Verônica Feder Mayer,1311,1,"Professor Associado, Faculdade de Turismo e Hotelaria, Universidade Federal Fluminense.",,0,0,738,112,130,1,0,0,0,0,0,0,0,0
1312,Ioannis Assiouras,1312,1,"Associate Professor of Marketing, ESDES, Lyon Catholic University",,2,15,737,137,162,1,1,0,0,0,0,0,0,1
1313,Julius Arnegger,1313,1,FH Westküste,,0,0,737,51,76,1,0,0,0,0,0,0,0,0
1314,Ayhan Karakaş,1314,1,"Doç. Dr., Bartın Üniversitesi, İktisadi ve İdari Bilimler Fakültesi",,2,0,735,50,116,1,0,0,0,0,0,0,0,0
1315,Yensen NI,1315,1,"Professor, Department of Management Sciences, Tamkang University",,24,40,734,231,178,1,0,1,0,0,0,0,0,0
1316,Munhyang (Moon) Oh / Moonhyang Oh,1316,1,The Hong Kong Polytechnic University,,2,10,733,217,262,1,0,0,0,0,0,0,0,0
1317,Fateh habibi,1317,1,"Department of Economics, Faculty of social sciences and humanities, University of Kurdistan",,1,0,732,132,168,1,0,0,1,0,0,0,0,0
1318,Italo Arbulu Villanueva,1318,1,University of the Balearic Islands - UIB,,0,0,731,174,220,1,0,0,1,0,0,0,0,0
1319,José Andrés Domínguez-Gómez,1319,1,Universidad de Huelva,,1,0,730,55,89,1,0,0,0,0,0,0,0,0
1320,Snežana Milićević,1320,1,"Full Professor at the Faculty of Hotel Management and Tourism in Vrnjačka Banja, University …",,0,0,730,90,125,1,0,1,0,0,0,0,0,0
1321,Dália Liberato,1321,1,Escola Superior de Hotelaria e Turismo - Instituto Politécnico do Porto,,16,0,730,177,218,1,0,0,0,0,0,0,0,0
1322,Abdullah Tanrisevdi,1322,1,Adnan Menderes University,,3,2,729,60,63,1,0,0,0,0,0,0,0,0
1323,Helene Balslev Clausen,1323,1,"Associate Professor, Aalborg University",,0,0,728,94,127,1,0,0,0,0,0,0,0,0
1324,R Weston,1324,1,University of Central Lancashire,,0,0,727,53,94,1,0,0,0,0,0,0,0,0
1325,Lydia González-Serrano,1325,1,"Universidad Rey Juan Carlos, Spain",,1,0,727,66,114,1,0,0,0,0,0,0,0,0
1326,Logi Karlsson,1326,1,"Part-time lecturer, Reykjavik University",,0,0,727,57,131,1,1,0,0,0,0,0,0,0
1327,Velvet Nelson,1327,1,Sam Houston State University,,3,8,726,73,61,1,0,0,0,0,0,0,0,0
1328,Joseph Sia,1328,1,Curtin University Malaysia,,6,34,725,147,155,1,0,0,0,0,0,0,0,0
1329,Ekaterina V.Vishnevskaya (Вишневская Екатерина Владимировна) (ORCID:0000-0001-7797-2500),1329,1,"Belgorod State University, Russia",,2,0,725,33,60,1,0,0,0,0,0,0,0,0
1330,Georgios Drakopoulos,1330,1,University of West Attika,,1,0,725,84,193,1,0,0,0,0,0,0,0,0
1331,Juan-José Nájera-Sánchez,1331,1,Profesor de Organización de Empresas (Universidad Rey Juan Carlos),,1,3,723,163,137,1,0,0,0,0,0,0,0,1
1332,Siripan Deesilatham,1332,1,University of the Thai Chamber of Commerce,,0,0,723,107,134,1,1,0,0,0,0,0,0,0
1333,Valerio Simoni,1333,1,"Department of Anthropology and Sociology & Global Migration Centre, Graduate Institute of",,2,0,722,45,72,1,0,0,0,0,0,0,0,0
1334,Branislav Krsak,1334,1,"Faculty BERG, Department of geotourism, Technical University of Kosice",,2,2,720,98,121,1,0,0,0,0,0,0,0,0
1335,"Prof. Dr. Muhammad Hasyim, M.Si.",1335,1,Hasanuddin University,,22,13,720,154,211,1,0,0,0,0,0,0,0,0
1336,Danuta Szpilko,1336,1,Bialystok University of Technology (Politechnika Białostocka),,7,0,716,150,185,1,0,0,0,0,0,0,0,0
1337,Mahmood Hussain,1337,1,Associate Professor of Marketing,,0,0,716,27,49,1,0,0,0,0,0,0,0,0
1338,Dr. Maksim Godovykh,1338,1,University of Central Florida,,6,58,716,307,299,1,0,0,0,0,0,0,1,0
1339,Dirk Schmücker,1339,1,Tourism Researcher @ NIT,,6,1,716,105,145,1,0,0,0,0,0,0,1,0
1340,Brendan Canavan,1340,1,University of Nottingham,,2,1,712,104,130,1,0,0,0,0,0,0,0,0
1341,Durbek Mirzaaxmadov,1341,1,Samarkand Institute of Economics and Service,,1,112,711,27,59,1,0,0,0,0,0,0,0,0
1342,Thomas Bausch,1342,1,"Professor (full), Free University of Bozen-Bolzano, Faculty of Economics and Management",,1,0,709,135,151,1,0,1,0,0,0,0,0,1
1343,Elena Gori,1343,1,Università degli Studi di Firenze,,3,0,707,111,138,1,0,0,0,0,0,0,0,0
1344,Fangxuan (Sam) Li,1344,1,"School of Tourism, Hainan University",,16,33,706,212,189,1,1,0,0,0,0,0,0,0
1345,Muammer Tuna,1345,1,Prof. Dr.,,0,0,705,25,52,1,0,0,0,0,0,0,0,0
1346,Lusianus Kusdibyo,1346,1,"Associate Professor of Marketing, Politeknik Negeri Bandung",,2,1,704,204,243,1,1,0,0,0,0,0,0,0
1347,Furkan BALTACI,1347,1,"Associate Professor at the Hasan Kalyoncu University, Faculty of Tourism Management",,5,1,703,38,77,1,0,0,0,0,0,0,0,1
1348,Firdouse Rahman Khan,1348,1,"Sohar University, Oman",,0,0,702,120,157,1,0,0,0,0,0,0,0,0
1349,António Almeida,1349,1,University of Madeira,,5,4,702,67,100,1,0,0,0,0,0,0,0,0
1350,Bjørn Ove Grønseth,1350,1,Associate Professor Marketing & Tourism,,0,0,700,30,54,1,0,0,0,0,0,0,0,0
1351,Mina Woo(우미나),1351,1,Sogang university,,0,0,700,115,186,1,0,0,0,0,0,0,0,0
1352,Norliza Aminudin,1352,1,Professor,,2,1,700,86,128,1,0,0,0,0,0,0,0,0
1353,Margaret E. Kenna,1353,1,"Emeritus Professor of Social Anthropology, Swansea University",,0,0,698,16,31,1,0,0,0,0,0,0,0,0
1354,NOEMI PADRON FUMERO,1354,1,Profesora de Economía (ULL),,5,3,697,81,98,1,0,0,1,0,0,0,0,0
1355,Aleksandra Terzic,1355,1,"Geographic Institute ""Jovan Cvijic"" SASA",,2,0,696,152,185,1,0,0,0,0,0,0,0,0
1356,Anita Zatori,1356,1,Radford University,,0,0,696,107,150,1,0,0,0,0,0,0,0,0
1357,Miguel Angel Esquivias Padilla,1357,1,"Department of Economics, Faculty of Economics and Business, Universitas Airlangga",,22,69,695,321,218,1,0,0,0,0,0,0,0,0
1358,OANA MIHAELA STOLERIU,1358,1,"Universitatea ""Alexandru Ioan Cuza"" Iasi",,1,0,694,154,172,1,0,0,0,0,0,0,0,0
1359,Benjamin Timms,1359,1,"Professor of Geography, Cal Poly",,0,0,693,33,79,1,0,0,0,0,0,0,0,0
1360,alphonsus ali,1360,1,"Department of Geography, University of Nigeria, Nsukka",,1,0,693,53,86,1,0,0,0,0,0,0,0,0
1361,Dr Tomasz Studzieniecki,1361,1,Gdynia Maritime University,,1,0,692,50,81,1,0,0,0,0,0,0,0,0
1362,Emrullah Erul,1362,1,Izmir Katip Celebi University,,6,32,692,193,191,1,0,0,0,0,0,0,1,1
1363,Damiasih,1363,1,Sekolah Tinggi Pariwisata Ambarrukmo Yogyakarta,,15,4,690,55,101,1,0,0,0,0,0,0,0,0
1364,Truls EJ Engstrom,1364,1,"Norwegian School of HotelManagement, University of Stavanger",,1,0,690,34,35,1,0,0,0,0,0,0,0,0
1365,Tiago Savi Mondo,1365,1,Instituto Federal de Santa Catarina,,4,2,689,58,123,1,0,1,0,0,0,0,0,0
1366,Eric TH Chan,1366,1,Lingnan University,,1,0,689,146,154,1,0,0,0,0,0,0,0,0
1367,"Masud Ibrahim, Ph.D.",1367,1,"Senior Lecturer, Akenten Appiah-Menka University of Skills Training and Entrepreneurial …",,1,5,689,133,162,1,1,0,0,0,0,0,0,0
1368,Mutia Sobihah,1368,1,"Lecturer of Management Sciences, Universiti Sultan Zainal Abidin",,3,4,689,135,123,1,0,0,0,0,0,0,0,0
1369,Nathalie FABRY,1369,1,"Maitre de conférences, HDR, Université Gustave Eiffel",,4,0,688,38,54,1,0,0,0,0,0,0,0,0
1370,Omar Alananzeh,1370,1,Associate Professor of Hotel Management- Yarmouk University,,6,18,688,155,154,1,0,0,0,1,0,0,0,0
1371,Hasan Evrim Arici,1371,1,Kastamonu University,,12,50,688,299,193,1,0,0,0,0,0,0,0,0
1372,Edward Manning,1372,1,"President, Tourisk Inc.",,12,0,688,14,9,1,0,0,0,0,0,0,0,1
1373,Stacy Supak,1373,1,North Carolina State University,,0,0,687,57,73,1,0,0,0,0,0,0,0,0
1374,T. PRASETYO HADI ATMOKO,1374,1,S2 STIEPARI Semarang,,1,0,687,178,210,1,0,0,0,0,0,0,0,0
1375,Stanley Toops,1375,1,Miami University,,0,0,687,19,31,1,0,0,0,0,0,0,0,0
1376,Yoko Kanemasu,1376,1,University of the South Pacific,,6,9,683,109,89,1,0,0,0,0,0,0,0,0
1377,Mubin Hamitov,1377,1,SamIES,,0,0,683,222,190,1,0,0,0,0,0,0,0,0
1378,Kerstin Bremser,1378,1,Pforzheim University,,1,0,683,100,183,1,0,0,0,0,0,0,0,0
1379,cristian valentin hapenciuc,1379,1,profesor universitatea stefan cel mare suceava,,2,7,682,68,67,1,0,0,0,0,0,0,0,0
1380,Cécile Clergeau,1380,1,"Full Professor in Management Science, University of Nantes, LEMNA",,1,0,681,21,31,1,0,0,0,0,0,0,0,0
1381,Olimpia State,1381,1,"The Bucharest University of Economic Studies, Academia de Studii Economice din Bucuresti …",,1,1,681,67,51,1,0,0,0,0,0,0,0,0
1382,Pedro Liberato,1382,1,Escola Superior de Hotelaria e Turismo - Instituto Politécnico do Porto,,13,0,680,160,203,1,1,0,0,0,0,0,0,0
1383,"E. Arnold Modlin, Jr.",1383,1,Associate Professor of Geography,,1,0,680,51,88,1,0,0,0,0,0,0,0,0
1384,"Lea Dopson, Ed.D.",1384,1,"Chair of the Hospitality & Tourism Department, University of North Texas",,0,0,678,52,62,1,0,0,0,0,0,0,0,0
1385,Sean Lee,1385,1,Curtin University,,0,0,678,174,175,1,0,0,0,0,0,0,0,0
1386,Daniela Buzova,1386,1,Lecturer at University of Valencia,,0,0,678,175,185,1,1,0,0,0,0,0,0,0
1387,Lee Davidson,1387,1,Victoria University of Wellington,,0,0,676,43,61,1,0,0,0,0,0,0,0,0
1388,Sandra De Urioste-Stone,1388,1,"Associate Professor, University of Maine",,4,5,675,107,109,1,0,0,0,0,0,0,0,1
1389,Yaiza López-Sánchez,1389,1,Assistant Professor. Department of Applied Economics (Political economy) University of …,,4,0,671,84,111,1,0,1,1,0,0,0,0,1
1390,Anne CRICK,1390,1,"Senior Lecturer, UWI",,0,0,670,27,51,1,0,0,0,0,0,0,0,0
1391,Erdinç Çakmak,1391,1,Breda University of Applied Sciences,,3,1,669,86,99,1,0,0,0,1,0,0,0,0
1392,Yusnita Yusof,1392,1,Universiti Malaysia Terengganu,,6,1,668,150,279,1,0,1,0,0,0,0,0,0
1393,Philip PW Wong,1393,1,"Senior Lecturer, Sunway University Malaysia",,5,19,667,218,224,0,0,0,0,1,0,0,0,0
1394,Kolawole Farinloye,1394,1,"AAUA, Nigeria",,0,0,667,223,218,1,0,0,0,0,0,0,0,0
1395,Petra Glover,1395,1,University of West London,,0,0,664,45,69,1,0,1,0,0,0,0,0,0
1396,Md Nekmahmud (Argon),1396,1,"North South University; PhD Candidate, Hungarian University of Agriculture and Life …",,3,33,664,314,226,1,0,0,0,0,0,0,0,1
1397,Gaunette Sinclair-Maragh,1397,1,"University of Technology, Jamaica",,1,0,663,66,95,1,0,0,0,0,0,0,0,0
1398,"Khalid M. Kisswani, PhD",1398,1,Gulf University for Science & Technology,,5,3,663,173,142,1,0,0,1,0,0,0,0,0
1399,"Jiménez Martínez, Alfonso de J.",1399,1,Unidad Académica de Turismo Acapulco. Universidad Autónoma de Guerrero,,0,0,662,11,31,1,0,0,0,0,0,0,1,0
1400,António Miguel Martins,1400,1,Universidade da Madeira,,1,3,660,111,174,1,0,0,0,0,0,0,0,0
1401,Nikita Dogra,1401,1,university of jammu,,2,17,660,173,186,1,0,0,0,0,0,0,0,0
1402,Heri Setiawan,1402,1,Politeknik Negeri Sriwijaya,,1,1,659,138,186,1,1,0,0,0,0,0,0,0
1403,alessandro capocchi,1403,1,"Full Professor of Business Economics, University of Milano Bicocca",,14,0,659,125,146,1,0,1,0,0,0,0,0,0
1404,Ali G.Yucel,1404,1,"Post-doctoral researcher, University of Alabama",,1,8,658,198,191,1,0,0,1,0,0,0,0,0
1405,O. Cenk Demiroglu,1405,1,Umeå University,,4,1,657,118,157,1,0,0,0,0,0,0,0,0
1406,Chiara Rinaldi,1406,1,"PhD, Department of Management, Ca' Foscari University of Venice, Italy",,1,0,656,109,139,1,0,0,0,0,0,0,0,0
1407,Altaf Hussain Akhunkhail,1407,1,"Assistant Professor of Management, University of Malakand",,2,2,656,168,206,1,0,0,0,0,0,0,0,0
1408,Dr. Siddhartha Bajra Bajracharya,1408,1,"Former Member Secretary and Former Executive Director, National Trust for Nature …",,0,0,655,42,54,1,0,0,0,0,0,0,0,0
1409,Brian Simpson,1409,1,"Retired Professor, School of Law, University of New England",,0,0,653,27,40,1,0,0,0,0,0,0,0,0
1410,Michelle Bonera,1410,1,Assistant Professor (PHD) - Università degli studi di Brescia,,1,0,652,97,109,1,1,0,0,0,0,0,0,0
1411,Marco Platania,1411,1,Assistant Professor at University of Catania - Italy,,2,0,652,67,79,1,0,0,1,0,0,0,0,0
1412,Julia Olsen,1412,1,Nord University and Nordland Research Institute,,5,13,652,112,119,1,0,0,0,0,0,0,0,0
1413,Pilar Tejada,1413,1,Universidad de Sevilla,,0,0,651,71,79,1,0,0,0,0,0,0,0,0
1414,Tom van Nuenen,1414,1,UC Berkeley,,2,7,651,176,182,1,0,0,0,0,0,0,0,0
1415,Carla Melo,1415,1,"Professor of Tourism, Polytechnic of Porto",,0,0,650,38,64,1,0,0,0,0,0,0,0,0
1416,Bo Pu,1416,1,"Associate Professor at School of Business and Tourism, Sichuan Agricultural University",,2,3,647,198,183,1,0,1,0,0,0,0,0,0
1417,Abdullah Uslu,1417,1,"Associate Professor at Manavgat Tourism Faculty, Akdeniz University",,12,9,646,161,173,1,0,0,0,0,0,0,0,0
1418,Maria Banyai,1418,1,George Brown College,,0,0,644,21,64,1,1,0,0,0,0,0,0,0
1419,Daniel M. Spencer,1419,1,University of Hawaii at Manoa,,5,4,643,69,76,1,0,0,0,0,0,0,0,0
1420,Xiaoming Zhang,1420,1,"Associate Professor of Tourism Management, Sun Yat-sen University, China",,2,0,642,50,46,1,0,0,0,0,0,0,0,0
1421,Jianxu Liu,1421,1,Faculty of Economics,,19,13,642,137,141,1,0,0,1,0,0,0,0,0
1422,Jovana Brankov,1422,1,"Geographical Institute ""Jovan Cvijić"" SASA, Belgrade, Serbia",,1,1,642,94,115,1,0,0,0,0,0,0,0,0
1423,Gerard Costa Guix,1423,1,Associate Professor Marketing Management (ESADE),,2,0,641,46,71,1,1,0,0,0,0,0,0,0
1424,Miguela Mena,1424,1,University of the Philippines,,0,0,641,17,37,1,0,0,0,0,0,0,0,0
1425,Tomasz Łabuz,1425,1,"Institute of Coastal and Marine Sciences, University of Szczecin, Poland",,1,0,640,41,67,1,0,0,0,0,0,0,0,0
1426,ZA Meletis,1426,1,University of Northern British Columbia,,3,1,639,33,53,1,0,0,0,0,0,0,0,0
1427,Bo (Grace) Peng,1427,1,Birkbeck college,,1,5,639,73,112,1,0,0,0,0,0,0,0,0
1428,Ana Isabel Damião de Serpa Arruda Moniz,1428,1,"Assistant Professor, School of Business and Economics, Universidade dos Açores",,3,0,639,65,74,1,1,0,0,0,0,0,0,1
1429,Amir Gandomkar,1429,1,"Department of Geography, Najafabad Branch, Islamic Azad University, Najafabad, Iran",,12,0,638,48,58,1,0,0,0,0,0,0,0,0
1430,Dani Blasco,1430,1,Universitat de Girona,,4,12,637,109,172,1,0,1,0,0,0,0,0,0
1431,María Cristina Fernández-Laso (0000-0001-5719-8888),1431,1,Rey Juan Carlos University,,6,0,637,55,46,1,0,0,0,0,0,0,0,0
1432,SUDATTA BANERJEE,1432,1,"Burdwan Raj College, BBA dept, Burdwan University",,10,11,637,139,120,1,0,0,0,0,0,0,0,0
1433,Mirko PERANO,1433,1,University of Salerno - Department of Management & Innovation Systems,,4,16,637,143,173,1,0,1,0,0,0,0,0,0
1434,Шакизада Ниязбекова,1434,1,"Московский университет имени С.Ю.Витте, Moscow Witte University, Russia",,9,0,637,12,95,1,0,0,0,0,0,0,0,0
1435,Caterina De Lucia,1435,1,Associate Professor of Political Economy/Environmental Economics. Department of …,,0,0,637,153,140,1,0,0,0,0,0,0,0,1
1436,Aleix Calveras,1436,1,"Full Professor, department of Business Economics, Universitat de les Illes Balears",,1,1,637,44,68,1,0,0,1,0,0,0,0,0
1437,S.Emre DİLEK,1437,1,"Assoc. Prof., Batman University, Faculty of Tourism",,5,0,636,81,99,1,0,0,0,0,0,0,0,1
1438,ZAHIRA MORENO FREITES,1438,1,Universidad del norte,,1,0,636,109,140,1,0,0,0,0,0,0,0,0
1439,Assoc. Prof Ar Dr Ismar MS Hj. Usman,1439,1,"Senior Lecturer, Universiti Kebangsaan Malaysia",,3,1,636,68,109,1,0,0,0,0,0,0,0,0
1440,James McConnon Jr,1440,1,University of Maine,,0,0,634,13,29,1,0,0,0,0,0,0,0,0
1441,Edar Añaña,1441,1,Universidade Federal do Rio Grande (FURG),,3,5,634,55,74,1,1,0,0,0,0,0,0,0
1442,Dr.Ir. Muhamad.ST.MT.IPU.ASEAN Eng,1442,1,Universitas Gadjah Mada,,1,0,634,145,178,1,0,0,0,0,0,0,0,0
1443,Rainer Andergassen,1443,1,"Department of Economics, University of Bologna",,0,0,633,38,60,1,0,0,1,0,0,0,0,0
1444,Guðrún Helgadóttir,1444,1,"Professor of tourism, University of South-Eastern Norway",,0,0,633,48,82,1,0,0,0,0,0,0,0,0
1445,Enrico Bonetti,1445,1,"Full Professor of Marketing, Università della Campania ""Luigi Vanvitelli""",,3,0,632,14,37,1,1,0,0,0,0,0,0,0
1446,Anna Horolets,1446,1,Uniwersytet Warszawski,,4,1,632,88,70,1,0,0,0,0,0,0,0,0
1447,Rosa María Chávez Dagostino,1447,1,"Professor at Biological Sciences Department, Centro Universitario de la Costa, Universidad …",,7,1,631,105,98,1,0,0,0,0,0,0,1,1
1448,Silvia Fissi,1448,1,"Assistant Professor, Università degli Studi di Firenze",,3,0,631,110,135,1,0,0,0,0,0,0,0,0
